"age","workclass","education","marital_status","occupation","race","sex","hours_per_week","income"
39,"Government","School","Divorced","White-Collar","White","Female",40,0
69,"Government","HS-grad","Married","Blue-Collar","White","Male",6,0
51,"Government","Assoc","Divorced","Service","White","Male",39,1
42,"Private","HS-grad","Married","Blue-Collar","Other","Male",40,0
53,"Private","Bachelors","Married","White-Collar","White","Male",50,1
37,"Private","Bachelors","Married","Blue-Collar","White","Male",40,0
37,"Private","School","Married","Blue-Collar","White","Male",40,0
38,"Private","HS-grad","Married","Blue-Collar","White","Male",50,1
20,"Private","Some-college","Single","Service","White","Female",24,0
38,"Government","Some-college","Separated","White-Collar","Other","Female",38,0
52,"Private","Assoc","Married","Blue-Collar","White","Male",48,1
48,"Self-Employed","Assoc","Married","White-Collar","White","Male",50,1
30,"Private","Assoc","Married","Blue-Collar","White","Male",40,1
37,"Self-Employed","HS-grad","Married","White-Collar","White","Male",65,1
47,"Private","HS-grad","Married","Sales","White","Male",45,0
33,"Government","Bachelors","Divorced","Service","White","Female",60,0
33,"Private","HS-grad","Married","Service","Other","Female",35,0
20,"Private","Some-college","Single","Service","White","Male",15,0
41,"Government","Bachelors","Divorced","White-Collar","White","Male",40,0
32,"Private","Some-college","Married","Blue-Collar","White","Male",45,1
54,"Self-Employed","HS-grad","Married","White-Collar","Other","Male",50,0
36,"Government","Bachelors","Married","White-Collar","White","Female",40,0
46,"Private","Bachelors","Single","Professional","White","Female",40,0
45,"Private","Bachelors","Married","White-Collar","White","Male",40,1
18,"Private","Some-college","Single","Service","White","Female",16,0
62,"Private","Some-college","Married","Blue-Collar","White","Male",60,0
33,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
42,"Private","HS-grad","Divorced","Blue-Collar","White","Male",40,0
18,"Private","Some-college","Single","Professional","White","Female",40,0
32,"Private","Assoc","Divorced","White-Collar","White","Female",40,0
43,"Private","School","Married","Blue-Collar","Other","Male",40,0
20,"Private","HS-grad","Single","Service","Other","Female",25,0
50,"Private","Bachelors","Divorced","Sales","White","Male",45,0
42,"Government","Doctorate","Married","White-Collar","White","Male",43,1
36,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
22,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
30,"Private","HS-grad","Married","Blue-Collar","Other","Male",40,0
33,"Self-Employed","HS-grad","Single","Blue-Collar","White","Male",40,0
43,"Government","Assoc","Married","Service","White","Male",43,0
38,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
34,"Government","Bachelors","Single","Service","White","Male",14,0
40,"Private","Some-college","Separated","White-Collar","White","Female",45,0
40,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
41,"Government","Prof-school","Married","Professional","White","Male",50,1
57,"Private","Some-college","Married","Sales","White","Male",50,1
65,"Government","Masters","Married","Professional","White","Male",4,0
52,"Government","Some-college","Married","Service","White","Male",50,0
59,"Private","Prof-school","Married","Professional","Other","Male",40,1
18,"Private","HS-grad","Single","Blue-Collar","White","Male",25,0
48,"Private","Assoc","Married","Professional","White","Male",45,0
45,"Private","School","Divorced","Blue-Collar","White","Male",40,0
24,"Private","HS-grad","Married","Service","White","Male",40,0
27,"Government","Assoc","Single","Service","White","Male",40,0
40,"Private","Masters","Married","White-Collar","White","Male",50,1
44,"Government","Bachelors","Married","White-Collar","White","Male",40,0
24,"Private","HS-grad","Single","Blue-Collar","Other","Male",50,0
71,"Private","Prof-school","Married","Professional","White","Male",16,0
17,"Private","School","Single","Sales","White","Male",40,0
57,"Self-Employed","Some-college","Married","Blue-Collar","White","Male",40,0
71,"Other/Unknown","Bachelors","Married","Other/Unknown","White","Male",30,1
37,"Private","Doctorate","Married","Professional","Other","Male",40,0
33,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
41,"Private","HS-grad","Married","Service","White","Male",40,0
25,"Private","Bachelors","Single","White-Collar","White","Female",40,0
42,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",15,0
18,"Other/Unknown","School","Single","Other/Unknown","Other","Female",50,0
34,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
57,"Other/Unknown","School","Married","Other/Unknown","White","Female",40,0
27,"Government","Bachelors","Single","Professional","White","Female",45,0
46,"Other/Unknown","Bachelors","Divorced","Other/Unknown","White","Female",8,0
64,"Other/Unknown","School","Widowed","Other/Unknown","White","Female",35,0
24,"Private","Bachelors","Single","Professional","White","Male",20,0
23,"Private","Bachelors","Single","Blue-Collar","White","Male",30,0
33,"Private","Some-college","Married","Professional","White","Male",40,0
58,"Self-Employed","Assoc","Divorced","Sales","White","Male",56,0
25,"Private","School","Married","Blue-Collar","White","Male",40,0
44,"Private","Masters","Single","Professional","White","Female",55,0
53,"Government","HS-grad","Married","Professional","White","Male",40,1
38,"Government","HS-grad","Married","White-Collar","White","Female",35,1
36,"Private","Bachelors","Single","Professional","White","Female",45,1
25,"Government","HS-grad","Single","White-Collar","White","Male",40,0
54,"Government","Bachelors","Divorced","White-Collar","White","Female",40,0
31,"Private","School","Separated","Blue-Collar","Other","Male",40,0
18,"Government","HS-grad","Single","White-Collar","White","Male",40,0
40,"Private","HS-grad","Divorced","Service","Other","Male",40,0
26,"Private","Some-college","Married","Sales","Other","Female",40,0
68,"Other/Unknown","Doctorate","Married","Other/Unknown","White","Male",50,1
33,"Private","Bachelors","Single","Professional","White","Male",50,0
22,"Private","Assoc","Single","White-Collar","White","Male",55,0
50,"Government","Some-college","Married","Blue-Collar","White","Male",40,0
24,"Other/Unknown","Bachelors","Single","Other/Unknown","White","Male",30,0
44,"Private","HS-grad","Divorced","White-Collar","White","Female",40,0
37,"Private","HS-grad","Single","Service","Other","Male",40,0
34,"Self-Employed","Bachelors","Married","Blue-Collar","White","Male",40,0
45,"Government","Some-college","Widowed","Service","White","Female",45,1
77,"Other/Unknown","Masters","Married","Other/Unknown","White","Male",8,1
25,"Private","School","Married","Service","White","Female",35,0
20,"Private","Some-college","Separated","Sales","Other","Female",40,0
46,"Government","HS-grad","Single","White-Collar","Other","Male",40,0
26,"Private","Assoc","Single","Service","White","Male",40,0
45,"Private","School","Married","Service","White","Female",25,0
70,"Other/Unknown","HS-grad","Widowed","Other/Unknown","White","Female",4,0
57,"Private","HS-grad","Married","Blue-Collar","White","Male",40,1
28,"Private","Assoc","Single","Sales","White","Male",40,0
35,"Other/Unknown","Assoc","Married","Other/Unknown","White","Female",16,0
36,"Private","Some-college","Married","Sales","White","Male",45,1
32,"Private","HS-grad","Single","Blue-Collar","White","Female",40,0
29,"Private","Bachelors","Single","Sales","White","Male",50,1
36,"Private","Bachelors","Divorced","Professional","White","Male",45,0
19,"Private","HS-grad","Single","Blue-Collar","White","Male",30,0
27,"Private","Bachelors","Single","Service","Other","Female",20,0
48,"Private","Masters","Married","Blue-Collar","White","Male",55,1
49,"Self-Employed","Bachelors","Married","Blue-Collar","White","Male",50,0
55,"Private","Masters","Married","Service","White","Male",20,1
61,"Private","HS-grad","Divorced","Blue-Collar","White","Female",82,0
42,"Government","Some-college","Married","White-Collar","White","Male",40,1
42,"Government","Assoc","Divorced","White-Collar","White","Female",40,0
30,"Government","Assoc","Married","Service","White","Male",40,0
32,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",40,0
37,"Private","Some-college","Married","Blue-Collar","White","Male",40,1
35,"Private","Some-college","Married","Blue-Collar","White","Male",45,0
30,"Private","Assoc","Married","White-Collar","White","Female",40,0
30,"Private","Prof-school","Married","Professional","Other","Male",20,1
55,"Private","Some-college","Married","White-Collar","White","Male",70,1
36,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
33,"Private","HS-grad","Single","Service","White","Male",48,0
56,"Government","Bachelors","Married","Professional","White","Male",40,1
26,"Private","Assoc","Married","Blue-Collar","White","Male",40,0
37,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
28,"Private","HS-grad","Single","Sales","White","Male",60,0
38,"Private","HS-grad","Married","Blue-Collar","White","Male",50,0
76,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Male",20,0
35,"Other/Unknown","Some-college","Single","Other/Unknown","Other","Female",40,0
48,"Private","Some-college","Widowed","White-Collar","White","Female",43,0
35,"Private","Assoc","Married","Blue-Collar","White","Male",40,0
39,"Government","Bachelors","Married","Blue-Collar","White","Male",40,0
64,"Private","HS-grad","Married","Service","White","Male",40,0
22,"Private","HS-grad","Single","White-Collar","Other","Female",40,0
45,"Government","Bachelors","Married","Sales","White","Male",40,1
27,"Private","School","Married","Blue-Collar","White","Male",40,0
43,"Government","HS-grad","Divorced","White-Collar","White","Female",50,1
23,"Private","Some-college","Single","Service","White","Female",37,0
25,"Private","School","Single","Blue-Collar","Other","Male",40,0
39,"Private","Masters","Married","Professional","White","Male",50,1
63,"Private","HS-grad","Married","Sales","White","Female",35,0
37,"Private","Prof-school","Married","Professional","White","Male",40,1
26,"Government","HS-grad","Married","White-Collar","Other","Male",40,0
33,"Private","Bachelors","Single","Professional","White","Male",40,0
45,"Self-Employed","Bachelors","Married","White-Collar","Other","Female",70,0
28,"Private","Some-college","Single","White-Collar","White","Female",40,0
20,"Private","Some-college","Single","Service","White","Female",20,0
34,"Private","HS-grad","Married","White-Collar","White","Female",20,0
34,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
41,"Private","HS-grad","Married","White-Collar","White","Male",40,1
38,"Private","Some-college","Married","Sales","White","Male",50,1
36,"Private","Bachelors","Married","White-Collar","White","Male",40,1
38,"Private","Some-college","Married","Service","Other","Male",40,0
46,"Self-Employed","Bachelors","Married","Sales","White","Male",72,1
43,"Self-Employed","Bachelors","Married","Sales","Other","Female",60,0
49,"Private","Some-college","Widowed","Sales","White","Female",30,0
26,"Government","Bachelors","Single","Professional","White","Female",35,0
28,"Private","HS-grad","Divorced","White-Collar","White","Female",35,0
54,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",40,1
53,"Private","HS-grad","Single","Blue-Collar","Other","Female",40,0
24,"Private","Some-college","Single","Blue-Collar","White","Male",50,0
23,"Private","Some-college","Single","White-Collar","White","Male",30,0
55,"Government","HS-grad","Divorced","White-Collar","White","Female",40,0
58,"Self-Employed","School","Separated","Blue-Collar","White","Male",40,0
26,"Private","HS-grad","Single","Service","Other","Male",40,0
19,"Private","School","Single","Service","Other","Female",20,0
28,"Other/Unknown","Some-college","Single","Other/Unknown","White","Female",40,0
45,"Private","Some-college","Single","Sales","White","Male",52,0
30,"Private","Some-college","Married","Blue-Collar","White","Male",45,1
76,"Private","HS-grad","Widowed","Service","White","Female",33,0
47,"Private","HS-grad","Separated","White-Collar","White","Female",40,0
34,"Private","Some-college","Divorced","Blue-Collar","White","Male",40,0
40,"Private","Some-college","Married","White-Collar","White","Female",35,1
24,"Private","HS-grad","Separated","Service","White","Female",25,0
30,"Private","Bachelors","Married","Professional","White","Female",50,1
67,"Private","Some-college","Married","Blue-Collar","White","Male",10,1
24,"Private","HS-grad","Married","Blue-Collar","White","Female",40,0
43,"Government","Some-college","Divorced","White-Collar","White","Female",40,0
29,"Private","School","Single","Blue-Collar","White","Male",40,0
40,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
61,"Government","Some-college","Married","Professional","White","Male",40,0
