emp_length,annual_inc,open_acc,credit_years,grade,home_ownership,purpose,addr_state,loan_status
7,38000,5,6,B,RENT,debt,Other,1
1,125000,19,11,C,MORTGAGE,debt,CA,1
4,32000,7,13,A,RENT,small_business,Other,1
10,51000,11,15,B,RENT,debt,GA,1
7,60000,13,12,A,RENT,purchase,Other,1
3,25000,6,5,B,RENT,debt,CA,1
3,60000,4,14,C,MORTGAGE,debt,Other,1
6,37740,10,7,A,RENT,debt,CA,1
5,96000,12,26,F,MORTGAGE,debt,Other,1
2,94500,17,19,B,RENT,debt,CA,1
10,32000,14,11,C,RENT,debt,CA,1
9,72000,6,12,A,MORTGAGE,purchase,Other,1
5,100000,13,15,A,RENT,debt,Other,1
1,100000,5,4,F,MORTGAGE,purchase,CA,1
10,64800,14,30,B,MORTGAGE,purchase,Other,1
6,38000,13,19,D,RENT,debt,Other,1
1,39420,15,12,C,RENT,purchase,Other,1
1,15000,7,5,A,OWN,purchase,FL,1
10,62000,11,11,B,RENT,debt,Other,1
2,45000,3,6,C,RENT,debt,TX,1
10,30000,9,5,D,OWN,debt,Other,1
7,60000,12,13,B,MORTGAGE,debt,CA,1
10,70000,12,15,G,MORTGAGE,debt,Other,1
3,23000,6,5,C,RENT,debt,FL,1
5,110000,7,25,E,MORTGAGE,debt,Other,1
5,48000,5,5,E,MORTGAGE,purchase,Other,0
2,48000,11,10,E,RENT,debt,Other,1
1,70000,6,5,E,RENT,debt,TX,1
10,185000,16,28,E,MORTGAGE,debt,Other,1
2,36840,2,8,D,RENT,debt,Other,1
10,50000,10,14,B,RENT,debt,FL,1
8,55000,10,8,E,RENT,debt,Other,1
10,60000,10,16,C,MORTGAGE,debt,CA,1
10,81500,7,20,G,RENT,debt,Other,0
10,48000,11,19,D,RENT,debt,NY,1
6,82000,6,4,E,RENT,debt,Other,1
8,45000,10,12,A,RENT,debt,Other,1
9,50000,14,13,C,RENT,debt,CA,1
10,56508,11,10,D,RENT,debt,CA,0
1,57460,9,8,C,RENT,debt,NY,1
2,60400,3,21,B,RENT,purchase,FL,1
8,34000,8,12,D,RENT,debt,CA,1
10,98000,12,19,F,MORTGAGE,debt,Other,1
6,100000,10,15,B,RENT,debt,Other,1
6,41000,13,14,E,MORTGAGE,debt,Other,1
10,50000,6,22,C,RENT,purchase,Other,1
3,49500,9,14,E,MORTGAGE,debt,Other,1
10,35000,5,16,B,RENT,debt,Other,1
2,50000,15,18,B,OWN,debt,Other,1
4,29000,12,18,D,RENT,debt,CA,1
1,159500,15,23,C,RENT,debt,TX,0
10,56000,11,16,D,RENT,debt,FL,1
7,91000,13,24,A,MORTGAGE,debt,Other,1
4,85000,15,7,C,MORTGAGE,debt,Other,1
2,41000,9,8,D,RENT,debt,Other,1
1,60000,17,9,B,RENT,debt,NY,1
7,50000,14,5,B,RENT,debt,NY,1
5,62000,7,26,B,RENT,debt,Other,1
10,97000,11,19,C,MORTGAGE,small_business,CA,1
10,200000,6,24,A,MORTGAGE,purchase,Other,1
5,85000,9,14,E,RENT,debt,Other,1
10,110000,14,16,E,RENT,debt,CA,1
7,65918,5,16,B,RENT,debt,CA,1
3,55000,7,8,C,MORTGAGE,debt,CA,0
5,42900,9,12,A,RENT,debt,TX,1
10,51000,8,11,B,RENT,debt,CA,1
10,51300,6,11,E,MORTGAGE,debt,CA,1
3,45000,20,9,B,RENT,purchase,NY,1
9,60000,7,14,C,RENT,debt,Other,1
10,72000,7,24,A,MORTGAGE,debt,Other,1
1,26000,9,7,B,RENT,debt,Other,1
9,77000,10,11,B,RENT,debt,CA,1
10,56900,10,18,A,MORTGAGE,debt,Other,1
2,140000,4,20,A,MORTGAGE,debt,CA,1
4,72000,7,11,C,RENT,debt,NY,1
10,143000,16,13,F,RENT,debt,CA,0
5,83000,3,19,C,RENT,debt,CA,1
10,45600,5,17,B,RENT,purchase,CA,1
1,68000,9,13,B,RENT,debt,CA,1
4,70000,12,7,C,RENT,debt,NY,1
8,47000,13,14,B,MORTGAGE,debt,Other,1
6,45000,7,6,B,RENT,debt,Other,1
1,121000,10,6,C,RENT,purchase,CA,1
7,82900,7,13,F,MORTGAGE,purchase,GA,1
3,110000,7,30,B,RENT,debt,NY,1
10,49000,12,12,C,RENT,debt,Other,1
6,70000,5,11,D,OWN,debt,CA,1
1,50000,9,12,C,RENT,debt,CA,1
1,33936,8,7,C,RENT,debt,CA,1
5,38000,14,10,B,MORTGAGE,debt,FL,1
5,125000,4,7,A,RENT,small_business,Other,1
10,70000,6,12,B,MORTGAGE,debt,TX,0
2,28800,9,5,C,RENT,purchase,FL,1
1,130000,8,12,D,RENT,debt,CA,1
4,54000,11,5,B,RENT,debt,FL,1
10,40000,4,31,A,MORTGAGE,debt,FL,1
2,50000,7,6,B,RENT,debt,CA,1
3,22000,4,9,B,MORTGAGE,debt,Other,1
3,60000,6,11,A,OWN,debt,Other,1
9,72000,12,17,B,MORTGAGE,debt,Other,1
10,50000,17,21,B,RENT,purchase,Other,1
6,40000,3,13,B,OWN,purchase,Other,1
5,48000,19,12,B,OWN,purchase,TX,0
5,75000,9,25,B,OWN,purchase,NY,1
5,115000,12,14,E,MORTGAGE,debt,GA,1
10,90000,8,18,B,RENT,debt,NY,1
5,25000,6,12,D,RENT,debt,Other,1
6,35000,5,12,C,RENT,debt,Other,1
5,34000,13,15,A,RENT,debt,Other,0
4,80000,8,12,A,MORTGAGE,small_business,FL,1
10,70000,9,16,B,MORTGAGE,small_business,Other,1
10,40000,7,17,B,RENT,debt,Other,1
7,60000,6,17,A,MORTGAGE,small_business,TX,1
10,106000,12,12,C,RENT,debt,NY,1
5,99996,2,11,D,RENT,debt,Other,1
10,98000,14,12,E,RENT,debt,Other,1
2,50000,11,12,E,RENT,debt,GA,1
4,81600,24,19,E,RENT,debt,CA,1
1,25000,8,7,B,RENT,debt,Other,1
1,15456,5,9,A,MORTGAGE,debt,Other,1
1,46000,6,8,D,RENT,debt,Other,0
4,84000,12,14,B,RENT,debt,CA,1
10,29000,3,17,C,RENT,debt,CA,1
4,140000,18,22,C,MORTGAGE,debt,IL,1
3,25000,9,19,A,RENT,debt,CA,1
5,35000,16,8,C,RENT,debt,CA,1
2,31000,15,8,C,RENT,debt,IL,1
5,100000,6,10,A,RENT,debt,Other,1
3,60000,7,14,B,OWN,debt,Other,1
10,45000,8,34,A,MORTGAGE,debt,Other,1
10,59670,13,12,F,RENT,debt,FL,0
10,95000,12,25,C,RENT,debt,Other,0
1,112000,9,13,C,RENT,purchase,TX,1
10,66000,14,21,F,MORTGAGE,debt,Other,1
10,54000,16,17,C,MORTGAGE,debt,Other,1
6,35000,9,7,B,RENT,debt,Other,1
10,48000,9,13,B,RENT,debt,Other,1
5,98580,8,21,B,MORTGAGE,purchase,NY,1
5,67000,6,12,D,OWN,purchase,Other,0
1,42000,9,12,E,MORTGAGE,small_business,FL,0
10,40000,7,25,D,RENT,debt,NY,1
10,75000,14,35,A,RENT,debt,Other,1
8,27302.4,6,9,B,MORTGAGE,debt,Other,1
10,46500,14,30,F,MORTGAGE,debt,TX,0
10,62000,16,13,D,RENT,debt,IL,1
6,100000,3,11,F,MORTGAGE,debt,CA,0
1,37500,6,9,E,RENT,debt,Other,1
5,48575,15,29,C,OWN,debt,Other,0
7,64049,8,7,B,MORTGAGE,debt,CA,1
10,107000,6,11,B,RENT,debt,CA,1
10,72000,10,14,C,RENT,debt,Other,0
5,25000,6,16,B,RENT,debt,FL,1
5,97000,8,10,B,MORTGAGE,debt,Other,1
4,42000,12,5,B,RENT,debt,CA,1
1,60000,5,13,E,RENT,debt,Other,1
4,86000,9,10,A,MORTGAGE,debt,GA,1
1,132500,15,13,E,MORTGAGE,debt,Other,1
10,135000,11,18,D,MORTGAGE,debt,CA,1
10,140000,14,21,B,MORTGAGE,purchase,CA,1
9,84000,14,22,A,OWN,debt,Other,1
10,90000,6,14,B,MORTGAGE,debt,TX,1
3,38000,6,8,C,MORTGAGE,debt,GA,1
1,129000,12,11,E,RENT,debt,Other,1
10,161000,9,22,A,RENT,purchase,Other,1
1,157000,14,18,D,MORTGAGE,debt,Other,1
6,47600,10,9,B,MORTGAGE,debt,Other,1
3,50000,14,14,A,MORTGAGE,debt,Other,1
8,50000,9,20,C,RENT,debt,FL,0
1,57840,5,24,B,MORTGAGE,purchase,Other,1
4,75000,8,23,B,MORTGAGE,debt,CA,1
1,85000,12,9,A,RENT,debt,Other,1
10,50000,11,19,D,MORTGAGE,purchase,Other,1
7,53200,7,13,C,MORTGAGE,purchase,CA,1
3,110000,4,11,G,RENT,debt,Other,0
3,36000,6,7,C,RENT,debt,NY,1
9,56510,7,7,B,MORTGAGE,debt,FL,1
1,40000,8,11,D,RENT,debt,IL,1
1,29000,6,7,C,RENT,debt,Other,1
5,45000,18,6,A,MORTGAGE,debt,Other,1
2,115000,4,7,A,RENT,purchase,Other,1
1,25000,8,8,B,RENT,small_business,Other,1
10,59000,5,13,F,RENT,debt,GA,1
1,9600,17,4,B,RENT,debt,Other,1
10,32968,8,15,A,OWN,debt,Other,1
4,96000,10,22,C,MORTGAGE,debt,Other,1
2,23000,15,6,A,RENT,debt,NY,0
10,61000,14,13,E,OWN,debt,Other,0
10,120000,14,14,E,MORTGAGE,debt,IL,1
5,55000,11,7,D,MORTGAGE,debt,Other,1
1,40000,13,10,B,RENT,debt,Other,1
6,77000,19,5,E,OWN,debt,CA,0
10,120000,12,12,B,MORTGAGE,debt,Other,1
2,15000,10,7,A,RENT,purchase,NY,1
3,32000,2,6,A,RENT,purchase,Other,1
6,43000,6,7,D,RENT,debt,CA,1
1,60000,8,6,B,RENT,debt,CA,1
5,113000,6,14,C,MORTGAGE,debt,Other,1
10,87000,9,15,B,MORTGAGE,debt,FL,0
4,165000,8,12,F,MORTGAGE,debt,CA,1
1,70000,18,10,C,MORTGAGE,debt,Other,1
10,62000,10,33,B,RENT,small_business,IL,0
10,72800,11,10,E,OWN,debt,Other,1
6,62000,12,13,B,RENT,debt,Other,1
10,75000,13,17,E,RENT,debt,Other,0
1,77500,9,9,E,RENT,debt,Other,1
10,75600,14,15,B,RENT,debt,CA,1
1,51000,9,5,B,RENT,debt,CA,0
6,55000,7,8,B,RENT,debt,Other,1
1,140000,17,15,B,OWN,debt,FL,1
7,40000,3,4,C,RENT,purchase,CA,0
1,63000,11,11,E,MORTGAGE,small_business,Other,0
7,46443.36,14,18,A,RENT,debt,NY,1
4,61650,5,12,A,MORTGAGE,purchase,Other,1
4,45500,7,5,D,RENT,debt,Other,1
4,35000,9,13,B,MORTGAGE,debt,FL,1
2,43200,4,7,D,RENT,purchase,Other,0
4,97000,15,25,D,RENT,debt,Other,1
1,125000,12,15,B,MORTGAGE,purchase,TX,1
1,23000,5,7,C,RENT,debt,GA,0
1,45600,25,10,G,RENT,debt,FL,0
7,70000,12,4,E,OWN,debt,CA,0
10,60000,9,24,C,RENT,debt,CA,1
10,64000,9,9,C,MORTGAGE,debt,Other,1
6,24000,7,19,A,MORTGAGE,purchase,Other,1
6,80000,9,13,A,RENT,debt,CA,1
9,107000,5,11,C,MORTGAGE,small_business,Other,1
8,81000,9,12,C,RENT,debt,TX,1
3,52000,9,7,D,RENT,debt,IL,1
10,83000,5,22,B,MORTGAGE,debt,Other,1
10,66000,10,12,F,MORTGAGE,debt,IL,1
6,43700,16,17,C,MORTGAGE,debt,Other,1
10,57000,5,18,B,MORTGAGE,purchase,CA,1
7,28000,6,5,A,RENT,debt,CA,1
7,55000,20,24,A,MORTGAGE,purchase,NY,1
1,50000,15,21,A,RENT,purchase,GA,1
5,82000,15,9,E,MORTGAGE,debt,NY,1
3,50000,11,11,A,MORTGAGE,debt,Other,1
10,61234,13,14,E,RENT,debt,Other,0
1,101000,10,22,B,MORTGAGE,debt,Other,1
4,180000,16,16,E,OWN,debt,CA,1
3,57240,17,11,A,RENT,debt,Other,1
2,43000,26,6,E,RENT,purchase,TX,1
4,30000,17,11,C,RENT,debt,Other,1
8,36000,8,18,C,RENT,debt,CA,0
5,54600,24,23,F,RENT,debt,NY,0
9,85000,19,10,C,RENT,debt,NY,1
7,63200,12,12,D,RENT,debt,Other,1
9,105000,14,23,A,MORTGAGE,debt,CA,1
7,70000,9,17,C,MORTGAGE,debt,FL,1
3,62502,17,13,B,RENT,debt,Other,1
2,50620,13,14,E,RENT,debt,Other,0
10,115000,9,23,A,MORTGAGE,purchase,TX,1
4,120000,16,10,F,MORTGAGE,debt,CA,1
10,75000,7,17,B,MORTGAGE,debt,Other,1
2,53000,16,22,A,RENT,debt,GA,1
10,60000,7,14,B,MORTGAGE,purchase,Other,1
4,40000,14,34,C,RENT,debt,TX,1
3,73000,8,15,B,MORTGAGE,debt,FL,1
7,56000,17,16,C,OWN,debt,Other,1
5,110000,11,9,C,MORTGAGE,purchase,Other,1
2,45000,4,7,E,RENT,debt,FL,1
4,40452,4,9,B,OWN,debt,Other,1
2,70000,17,7,F,MORTGAGE,small_business,FL,1
1,43200,7,17,C,OWN,purchase,TX,1
10,67816,13,15,E,RENT,debt,Other,1
6,26453,10,19,B,MORTGAGE,debt,Other,0
2,40000,15,10,B,RENT,debt,Other,1
4,75000,11,36,B,MORTGAGE,debt,Other,1
8,75000,9,8,C,MORTGAGE,debt,Other,1
9,55200,8,12,B,RENT,debt,Other,1
10,98500,12,13,E,MORTGAGE,debt,Other,1
10,36800,5,8,A,MORTGAGE,debt,Other,1
6,61440,5,9,B,OWN,purchase,Other,1
1,41196,12,6,A,RENT,purchase,CA,1
3,64400,23,21,C,MORTGAGE,debt,Other,1
4,50000,11,14,B,RENT,debt,CA,1
1,33200,8,5,B,RENT,debt,TX,1
10,95000,11,15,A,MORTGAGE,debt,IL,0
1,82500,10,18,D,RENT,debt,Other,1
1,87000,7,18,A,MORTGAGE,purchase,Other,1
10,100000,9,8,B,MORTGAGE,debt,CA,1
4,39000,5,13,C,RENT,debt,CA,0
10,45000,16,12,D,RENT,debt,TX,1
6,34200,10,18,D,RENT,debt,Other,0
1,51000,14,16,C,MORTGAGE,debt,CA,0
2,60000,9,8,A,RENT,debt,Other,0
10,64500,10,20,C,MORTGAGE,debt,Other,1
2,95950,9,16,B,RENT,debt,CA,1
10,88000,8,14,B,MORTGAGE,purchase,TX,1
6,26000,11,12,C,RENT,small_business,CA,0
10,24000,9,20,B,RENT,debt,FL,1
10,30000,6,13,A,MORTGAGE,debt,Other,1
7,25000,4,6,D,MORTGAGE,debt,Other,0
10,48226,12,13,A,RENT,debt,CA,1
7,65000,13,16,B,MORTGAGE,debt,Other,1
10,100500,13,16,B,MORTGAGE,debt,Other,1
6,38000,3,12,C,RENT,purchase,CA,1
5,34320,10,8,B,MORTGAGE,debt,TX,1
10,52000,12,25,D,RENT,debt,IL,1
4,50000,10,8,E,MORTGAGE,purchase,Other,1
1,80000,8,17,B,MORTGAGE,debt,Other,1
5,55000,7,16,B,MORTGAGE,debt,CA,1
8,48000,6,13,A,OWN,purchase,Other,1
3,70000,16,12,C,RENT,debt,IL,1
1,26000,4,4,D,RENT,purchase,Other,1
1,115000,6,15,C,RENT,debt,CA,1
4,75000,7,15,C,OWN,debt,Other,1
10,98000,8,12,C,MORTGAGE,debt,Other,1
10,37000,12,13,E,RENT,debt,Other,1
6,40000,6,13,A,MORTGAGE,purchase,Other,1
1,63000,9,14,B,MORTGAGE,debt,Other,1
8,40000,12,20,B,MORTGAGE,debt,CA,1
10,29000,11,15,D,RENT,debt,Other,1
3,36850,10,11,B,RENT,debt,NY,1
5,53208,9,5,C,MORTGAGE,purchase,TX,1
10,98000,12,14,E,MORTGAGE,debt,Other,0
7,38400,8,16,C,RENT,debt,Other,1
7,40800,5,16,C,MORTGAGE,debt,Other,1
9,65000,6,12,C,RENT,debt,Other,1
2,40000,11,8,B,RENT,debt,NY,1
1,50000,5,13,E,MORTGAGE,purchase,FL,1
1,47000,5,12,C,MORTGAGE,debt,Other,1
7,45000,5,27,B,MORTGAGE,debt,Other,1
3,22800,6,10,A,RENT,purchase,Other,1
10,80000,8,13,C,MORTGAGE,purchase,CA,0
3,30188.4,5,9,C,RENT,debt,FL,1
8,103000,8,18,B,MORTGAGE,purchase,Other,1
6,57000,14,11,D,RENT,debt,Other,1
2,85000,4,11,C,RENT,debt,Other,1
10,64800,6,22,B,MORTGAGE,purchase,Other,1
7,70000,8,14,A,MORTGAGE,purchase,NY,1
10,106300,32,11,F,RENT,debt,NY,1
4,31200,5,8,C,MORTGAGE,debt,Other,1
10,98000,11,28,C,MORTGAGE,debt,IL,1
2,35000,13,10,A,RENT,debt,Other,1
10,94104,5,26,C,OWN,purchase,Other,1
1,65000,7,31,B,MORTGAGE,debt,Other,1
2,64000,12,12,C,MORTGAGE,debt,Other,1
1,36000,5,14,A,RENT,debt,Other,1
4,54000,9,9,C,RENT,debt,CA,1
3,48000,6,10,B,MORTGAGE,debt,Other,1
3,42000,12,10,B,RENT,debt,Other,1
5,45000,7,9,D,RENT,debt,CA,1
6,38000,10,8,B,RENT,debt,CA,1
10,39996,6,20,A,MORTGAGE,debt,Other,0
10,36000,8,12,B,MORTGAGE,debt,Other,1
4,74999,9,8,D,RENT,debt,CA,1
7,69600,5,16,B,OWN,purchase,Other,1
2,80856,6,7,C,RENT,debt,Other,1
10,78000,5,11,F,MORTGAGE,debt,Other,1
9,65004,4,9,A,MORTGAGE,purchase,Other,1
1,45000,11,6,C,RENT,purchase,FL,1
6,110000,10,15,C,RENT,debt,NY,1
6,15000,7,6,B,RENT,debt,CA,1
6,40000,15,8,B,MORTGAGE,debt,CA,0
7,40000,5,11,A,MORTGAGE,purchase,Other,1
10,70000,11,27,B,MORTGAGE,purchase,IL,1
10,55000,6,13,E,OWN,purchase,Other,1
3,42000,11,23,A,MORTGAGE,debt,Other,1
1,140000,8,18,E,MORTGAGE,purchase,Other,1
5,51000,14,24,D,MORTGAGE,debt,Other,1
10,150000,11,25,A,MORTGAGE,purchase,TX,1
10,125000,8,14,C,MORTGAGE,debt,Other,1
1,43200,14,14,A,MORTGAGE,purchase,Other,1
3,85000,10,13,B,MORTGAGE,debt,Other,1
5,42000,11,11,A,MORTGAGE,purchase,Other,1
1,75000,9,12,D,MORTGAGE,debt,FL,0
1,120000,22,15,C,RENT,debt,Other,1
2,39000,8,10,C,RENT,debt,Other,1
4,52000,8,14,B,RENT,debt,FL,1
2,42996,5,4,C,RENT,purchase,Other,1
3,20400,7,3,C,RENT,purchase,CA,1
8,37440,7,12,B,RENT,debt,FL,1
1,160000,14,21,B,MORTGAGE,debt,NY,1
7,75000,6,6,D,MORTGAGE,debt,Other,1
4,39000,10,8,A,RENT,debt,NY,0
10,45000,9,11,C,OWN,purchase,Other,0
1,66000,17,15,C,RENT,debt,NY,1
1,108000,12,16,D,MORTGAGE,debt,Other,1
3,35500,16,14,A,RENT,small_business,Other,1
10,42000,7,13,B,RENT,debt,Other,1
5,35000,6,10,E,RENT,debt,FL,0
10,38000,6,13,B,RENT,debt,Other,1
1,150000,14,27,E,OWN,debt,NY,1
10,70000,18,24,B,MORTGAGE,debt,FL,1
1,51600,8,5,C,MORTGAGE,purchase,IL,0
2,37000,4,12,B,RENT,purchase,GA,1
10,55000,7,26,A,OWN,debt,NY,1
5,30000,6,15,B,RENT,debt,IL,1
10,120000,8,24,D,MORTGAGE,debt,Other,1
1,65000,12,15,E,MORTGAGE,debt,Other,1
10,50000,7,13,A,OWN,purchase,TX,1
7,45000,10,14,D,MORTGAGE,debt,Other,1
2,162480,12,18,B,MORTGAGE,debt,Other,1
1,36000,9,10,A,MORTGAGE,purchase,CA,1
2,97008,10,24,E,MORTGAGE,purchase,Other,1
1,89028,17,26,A,RENT,debt,Other,1
4,22000,4,5,B,RENT,debt,Other,1
2,120000,6,17,D,RENT,debt,CA,1
5,64620,7,13,B,MORTGAGE,debt,Other,1
5,75000,10,14,A,MORTGAGE,debt,Other,1
5,97936,18,23,D,MORTGAGE,debt,Other,0
10,58000,10,20,A,MORTGAGE,purchase,Other,1
10,63336,24,13,D,RENT,debt,Other,1
5,90000,15,8,B,RENT,purchase,Other,1
9,40000,6,21,A,MORTGAGE,purchase,Other,1
10,64480,13,18,C,MORTGAGE,debt,Other,0
1,25000,13,6,A,RENT,debt,Other,1
1,30000,4,8,C,MORTGAGE,purchase,Other,1
4,150000,13,11,E,RENT,debt,Other,1
10,85000,11,14,A,MORTGAGE,debt,Other,1
1,120000,6,11,A,RENT,purchase,Other,1
9,56000,6,21,B,MORTGAGE,debt,Other,1
4,73000,11,12,B,RENT,debt,NY,1
4,45000,8,7,B,RENT,debt,Other,1
1,108600,12,11,G,RENT,debt,Other,0
2,12000,15,4,B,RENT,purchase,GA,0
3,62400,4,8,A,RENT,purchase,NY,1
2,57000,21,9,D,RENT,debt,CA,1
5,125000,11,13,A,MORTGAGE,debt,Other,1
3,48000,8,15,D,RENT,debt,NY,0
3,32000,7,11,D,RENT,debt,Other,1
6,53616,8,5,B,RENT,purchase,Other,1
3,50400,10,8,A,MORTGAGE,debt,Other,1
3,70000,12,13,A,MORTGAGE,purchase,Other,1
2,49989,18,13,F,OWN,debt,Other,0
7,95000,5,12,G,MORTGAGE,small_business,Other,1
1,52000,15,9,C,RENT,debt,Other,1
1,31200,5,7,C,RENT,debt,TX,1
10,130000,8,15,C,MORTGAGE,purchase,IL,1
5,36000,16,7,A,MORTGAGE,debt,Other,1
10,33000,7,25,C,RENT,debt,Other,0
1,100000,9,11,D,MORTGAGE,purchase,CA,1
1,85000,8,20,C,MORTGAGE,debt,Other,1
10,60000,11,11,B,MORTGAGE,purchase,CA,1
3,50400,14,18,B,MORTGAGE,debt,TX,1
7,95000,14,12,E,MORTGAGE,debt,Other,0
3,90000,11,15,C,MORTGAGE,debt,Other,0
5,53000,6,12,A,RENT,purchase,CA,1
10,77000,10,17,B,MORTGAGE,purchase,IL,1
6,55000,13,15,C,MORTGAGE,debt,CA,1
9,74500,8,14,C,MORTGAGE,debt,Other,1
1,40000,5,5,B,MORTGAGE,debt,Other,1
1,28800,7,16,A,RENT,purchase,TX,1
9,96720,9,18,A,MORTGAGE,debt,TX,1
1,99275,7,6,C,RENT,purchase,Other,1
2,73000,12,16,A,RENT,debt,NY,1
10,50000,14,20,C,MORTGAGE,small_business,FL,0
6,85000,8,11,B,MORTGAGE,debt,TX,1
10,39000,10,10,D,MORTGAGE,debt,Other,1
10,135000,11,25,C,MORTGAGE,small_business,Other,0
4,66000,7,17,A,MORTGAGE,purchase,TX,1
6,51000,11,6,D,MORTGAGE,purchase,CA,1
3,52500,8,14,B,MORTGAGE,purchase,CA,1
4,40000,5,12,B,MORTGAGE,debt,NY,1
2,77000,7,24,B,RENT,debt,Other,1
2,50004,10,12,B,MORTGAGE,debt,Other,1
2,27600,5,5,A,OWN,debt,GA,1
6,60000,7,6,C,MORTGAGE,purchase,FL,0
7,60000,11,16,B,MORTGAGE,debt,Other,0
3,36400,6,10,A,RENT,debt,Other,1
1,24000,7,5,A,RENT,purchase,Other,1
3,62200,6,8,E,RENT,debt,Other,1
1,50000,8,12,A,RENT,small_business,NY,0
10,76800,15,18,B,MORTGAGE,purchase,Other,1
1,41000,5,37,A,RENT,debt,Other,1
10,84000,16,15,A,MORTGAGE,debt,Other,1
5,96000,5,14,D,MORTGAGE,debt,Other,1
3,52800,11,12,D,RENT,debt,TX,1
7,52000,5,13,A,MORTGAGE,debt,Other,1
8,64000,8,16,A,RENT,debt,NY,1
1,38400,13,13,A,RENT,debt,Other,1
7,48000,7,22,A,RENT,debt,Other,1
10,130000,11,18,B,MORTGAGE,debt,TX,1
10,70920,9,20,A,MORTGAGE,debt,TX,1
10,93000,7,16,D,MORTGAGE,purchase,Other,1
5,48132,15,13,B,RENT,debt,Other,1
10,42000,6,17,A,OWN,purchase,FL,1
10,60000,14,25,B,MORTGAGE,debt,Other,1
4,33000,11,22,B,MORTGAGE,small_business,Other,0
3,17000,12,8,A,RENT,debt,CA,1
1,75000,5,13,E,RENT,debt,Other,1
7,75000,28,10,F,RENT,purchase,NY,1
10,77000,9,19,A,MORTGAGE,debt,Other,1
7,127500,4,14,A,MORTGAGE,purchase,CA,1
2,143000,11,13,A,RENT,purchase,NY,1
10,68400,3,18,C,MORTGAGE,purchase,Other,1
10,90000,3,16,F,RENT,small_business,Other,0
3,64000,12,13,B,MORTGAGE,debt,Other,1
8,90000,7,12,B,MORTGAGE,purchase,FL,1
8,48000,9,8,D,OWN,purchase,TX,1
10,60000,21,17,B,RENT,debt,Other,1
9,88900,11,13,C,MORTGAGE,debt,IL,1
1,60000,13,18,C,RENT,debt,CA,1
6,83625,4,13,A,MORTGAGE,debt,CA,1
1,50000,12,27,A,OWN,purchase,Other,1
1,60000,9,13,A,RENT,debt,CA,0
10,93000,17,16,D,MORTGAGE,debt,IL,0
5,75000,4,18,C,MORTGAGE,purchase,TX,1
3,102500,14,17,G,RENT,debt,CA,0
5,146000,14,41,E,MORTGAGE,debt,CA,1
7,46000,7,15,A,MORTGAGE,debt,Other,1
1,60000,12,7,C,RENT,purchase,Other,1
2,40000,11,6,E,RENT,purchase,Other,1
1,70000,5,16,B,RENT,purchase,Other,1
10,45948,3,21,C,MORTGAGE,small_business,Other,0
10,80600,10,12,D,MORTGAGE,purchase,IL,1
10,79000,10,27,B,RENT,debt,CA,1
1,57600,10,17,B,RENT,debt,Other,1
7,60000,11,9,A,RENT,small_business,CA,1
10,150000,10,13,E,MORTGAGE,purchase,Other,1
10,74346,18,18,A,MORTGAGE,debt,Other,1
1,40992,6,15,C,RENT,debt,Other,1
5,52000,9,10,C,MORTGAGE,debt,Other,1
3,145000,6,14,A,MORTGAGE,purchase,GA,1
2,58000,13,16,D,OWN,purchase,CA,1
1,47000,6,11,B,RENT,debt,Other,1
2,53000,7,17,B,OWN,purchase,CA,1
6,56004,8,15,E,MORTGAGE,purchase,NY,1
1,13200,5,6,B,RENT,purchase,Other,0
3,110000,10,15,F,MORTGAGE,debt,Other,1
10,59500,11,24,B,OWN,debt,Other,1
1,27840,7,6,E,RENT,debt,FL,0
7,42494,6,5,B,RENT,purchase,Other,0
4,33600,7,6,B,RENT,debt,Other,1
10,60353,7,12,B,RENT,debt,CA,1
1,40000,8,6,B,RENT,debt,NY,1
8,65000,11,12,A,RENT,debt,Other,1
10,102000,21,34,B,MORTGAGE,debt,IL,1
10,32468.8,6,11,A,MORTGAGE,purchase,Other,1
1,95000,8,5,B,RENT,purchase,NY,1
6,60000,2,6,D,RENT,purchase,CA,1
3,33900,2,9,D,RENT,debt,NY,1
10,95000,14,13,A,MORTGAGE,purchase,CA,1
1,40000,7,7,B,RENT,debt,Other,1
3,50000,11,28,C,RENT,debt,Other,1
5,64000,10,10,D,MORTGAGE,debt,Other,1
10,149000,10,13,A,RENT,debt,NY,1
7,50000,9,10,A,MORTGAGE,debt,CA,1
6,70000,11,28,E,MORTGAGE,debt,Other,1
2,28800,4,8,A,RENT,debt,CA,1
4,57000,15,9,C,RENT,debt,Other,1
1,82000,7,14,B,RENT,debt,Other,1
5,55000,13,15,E,RENT,debt,CA,0
10,55000,8,21,D,RENT,debt,NY,0
10,50000,9,15,A,MORTGAGE,debt,IL,1
4,70000,7,11,F,OWN,purchase,TX,1
7,50000,10,12,A,MORTGAGE,debt,NY,1
6,35000,6,7,C,OWN,purchase,TX,1
10,55000,6,13,D,RENT,debt,FL,1
10,48000,9,12,D,MORTGAGE,small_business,Other,1
10,173156,11,16,E,MORTGAGE,debt,Other,1
10,60000,12,13,A,MORTGAGE,debt,TX,1
1,50000,11,23,A,MORTGAGE,purchase,Other,1
10,150000,10,29,A,MORTGAGE,debt,Other,1
6,192000,13,23,C,MORTGAGE,small_business,Other,1
10,90000,12,30,A,MORTGAGE,debt,Other,1
4,52000,8,10,C,OWN,purchase,Other,1
